Orthogroup	schistosoma_japonicum	schistosoma_margrebowiei
OG0000601	EWB00_001427.1, EWB00_001427.2	SMRG1_96200.1, SMRG1_96200.2, SMRG1_96210.1
OG0000601	EWB00_007989, EWB00_007990	SMRG1_41170.1
OG0000602	EWB00_002351, EWB00_002350	SMRG1_14600.1, SMRG1_14600.2, SMRG1_14600.3, SMRG1_14600.4, SMRG1_14600.5, SMRG1_14600.6, SMRG1_14600.7, SMRG1_14600.8
OG0000603	EWB00_004420.1, EWB00_004420.2	SMRG1_51060.3, SMRG1_51060.1, SMRG1_51060.2
OG0000604	EWB00_006171.7, EWB00_006171.1, EWB00_006171.4, EWB00_006171.2, EWB00_006171.3, EWB00_006171.5, EWB00_006171.6	SMRG1_39460.1, SMRG1_39460.2, SMRG1_39460.4, SMRG1_39460.5, SMRG1_39460.9, SMRG1_39460.3, SMRG1_39460.6, SMRG1_39460.7, SMRG1_39460.8
OG0000605	EWB00_007008.2, EWB00_007008.1	SMRG1_27680.2
OG0000605	EWB00_010874.1, EWB00_010874.2	SMRG1_27640.1
OG0000607	EWB00_007459.1, EWB00_007459.5, EWB00_007459.2, EWB00_007459.3, EWB00_007459.4	SMRG1_31190.7, SMRG1_31190.6, SMRG1_31190.2, SMRG1_31190.4, SMRG1_31190.9, SMRG1_31190.3, SMRG1_31190.1, SMRG1_31190.8, SMRG1_31190.10, SMRG1_31190.12, SMRG1_31190.11, SMRG1_31190.5
OG0000608	EWB00_003677	SMRG1_51440.3, SMRG1_51440.5, SMRG1_51440.1, SMRG1_51440.2, SMRG1_51440.4
OG0000609	EWB00_010886.1, EWB00_010886.2	SMRG1_27530.1, SMRG1_27530.2
OG0000610	EWB00_007565.1, EWB00_007565.2, EWB00_007565.3	SMRG1_22730.1
OG0000611	EWB00_006356	SMRG1_43460.1, SMRG1_43490.1, SMRG1_43470.1, SMRG1_43480.1
OG0000612	EWB00_003067	SMRG1_8510.1, SMRG1_8510.2
OG0000613	EWB00_005606.2	SMRG1_37200.3
OG0000614	EWB00_009700.1, EWB00_009700.2, EWB00_009700.4, EWB00_009700.3	SMRG1_44530.2, SMRG1_44530.1
OG0000615	EWB00_002696.1, EWB00_002696.2	SMRG1_12700.1, SMRG1_12700.2, SMRG1_12700.3, SMRG1_12700.4, SMRG1_12700.5, SMRG1_12700.6, SMRG1_12700.7
OG0000616	EWB00_007965	SMRG1_60640.1
OG0000617	EWB00_000154.3, EWB00_000154.9, EWB00_000154.4, EWB00_000154.1, EWB00_000154.2, EWB00_000154.6, EWB00_000154.7, EWB00_000154.8, EWB00_000154.5, EWB00_000154.12, EWB00_000154.10, EWB00_000154.11	SMRG1_82560.1, SMRG1_82560.2
OG0000618	EWB00_004319.1, EWB00_004319.2, EWB00_004319.3	SMRG1_36540.8, SMRG1_36540.5, SMRG1_36540.4, SMRG1_36540.6, SMRG1_36540.3, SMRG1_36540.7, SMRG1_36540.1, SMRG1_36540.2
OG0000619	EWB00_010236.6, EWB00_010236.7, EWB00_010236.8, EWB00_010236.1, EWB00_010236.2, EWB00_010236.3, EWB00_010236.4, EWB00_010236.5, EWB00_010236.9, EWB00_010236.10, EWB00_010236.12, EWB00_010236.13, EWB00_010236.14, EWB00_010236.11	SMRG1_1260.3, SMRG1_1260.1, SMRG1_1260.5, SMRG1_1260.2, SMRG1_1260.4
OG0000620	EWB00_002375.1, EWB00_002375.3, EWB00_002375.2	SMRG1_14780.1
OG0000620	EWB00_004068.1, EWB00_004068.2	SMRG1_46050.1, SMRG1_46050.3, SMRG1_46050.2, SMRG1_46050.4
OG0000621	EWB00_006007	SMRG1_30120.4, SMRG1_30120.7, SMRG1_30120.5, SMRG1_30120.1, SMRG1_30120.2, SMRG1_30120.3, SMRG1_30120.6
OG0000622	EWB00_004548	SMRG1_74030.1
OG0000623	EWB00_009348, EWB00_010005.2, EWB00_010005.1	SMRG1_12530.1, SMRG1_12530.2
OG0000624	EWB00_000634	SMRG1_29090.1, SMRG1_29090.2, SMRG1_29090.3, SMRG1_29090.4, SMRG1_29090.5
OG0000625	EWB00_001308.1, EWB00_001308.2, EWB00_001308.3, EWB00_001308.4	SMRG1_37550.1, SMRG1_37550.2
OG0000626	EWB00_000746	SMRG1_55250.2
OG0000627	EWB00_000167, EWB00_002190	SMRG1_11390.2, SMRG1_11390.3, SMRG1_11390.1
OG0000628	EWB00_011095.1, EWB00_011095.2	SMRG1_59600.1, SMRG1_59600.5, SMRG1_59600.2, SMRG1_59600.7, SMRG1_59600.6, SMRG1_59600.3, SMRG1_59600.4
OG0000629	EWB00_009522, EWB00_006221	SMRG1_38870.3, SMRG1_38870.4, SMRG1_38880.1
OG0000630	EWB00_005268.2, EWB00_005268.1, EWB00_005268.3, EWB00_005268.4, EWB00_005268.5	SMRG1_59280.1
OG0000631	EWB00_008869.1, EWB00_008869.2	SMRG1_66500.1, SMRG1_66500.2
OG0000631	EWB00_011103, EWB00_011102	SMRG1_59570.1
OG0000632	EWB00_002685	SMRG1_12850.2, SMRG1_12850.1, SMRG1_12850.3, SMRG1_12850.5, SMRG1_12850.4, SMRG1_12850.7, SMRG1_12850.6
OG0000633	EWB00_010638	SMRG1_53120.1, SMRG1_53120.2, SMRG1_53120.3, SMRG1_53120.4, SMRG1_53120.5, SMRG1_53120.6
OG0000636	EWB00_000571.1, EWB00_000571.2	SMRG1_95960.5, SMRG1_95960.3, SMRG1_95960.4, SMRG1_95960.8, SMRG1_95960.7, SMRG1_95960.6, SMRG1_95960.1, SMRG1_95960.2
OG0000637	EWB00_007605.1, EWB00_007605.2	SMRG1_50310.3, SMRG1_50310.1, SMRG1_50310.2, SMRG1_50310.4
OG0000638	EWB00_008903, EWB00_008904	SMRG1_64770.1, SMRG1_64770.2
OG0000639	EWB00_001158	SMRG1_62400.3, SMRG1_62400.6, SMRG1_62400.7, SMRG1_62400.5, SMRG1_62400.1, SMRG1_62400.4, SMRG1_62400.2
OG0000640	EWB00_004497	SMRG1_85500.1, SMRG1_85500.2, SMRG1_85600.1, SMRG1_85490.1, SMRG1_81940.1, SMRG1_82000.2, SMRG1_82000.1, SMRG1_82000.3
OG0000641	EWB00_005331, EWB00_011086.3, EWB00_010148, EWB00_011086.1, EWB00_011086.2, EWB00_011086.4	SMRG1_6420.1
OG0000643	EWB00_003546.3, EWB00_003546.1, EWB00_003546.2	SMRG1_52630.1
OG0000643	EWB00_003547.2, EWB00_003547.3, EWB00_003547.1	SMRG1_52620.1
OG0000645	EWB00_009473.1, EWB00_009473.2	SMRG1_10030.1
OG0000646	EWB00_003065.2, EWB00_003065.3, EWB00_003065.1	SMRG1_8540.1
OG0000647	EWB00_000545.3, EWB00_000545.6, EWB00_000545.1, EWB00_000545.2, EWB00_000545.5, EWB00_000545.4	SMRG1_62660.4, SMRG1_62660.6, SMRG1_62660.1, SMRG1_62660.2, SMRG1_62660.3, SMRG1_62660.5, SMRG1_62660.7
OG0000648	EWB00_004964	SMRG1_93230.1, SMRG1_93220.1
OG0000649	EWB00_006577	SMRG1_60960.1, SMRG1_60960.2, SMRG1_60960.3, SMRG1_60960.4, SMRG1_60960.5, SMRG1_60960.6
OG0000650	EWB00_004553.2, EWB00_004553.1	SMRG1_78190.2, SMRG1_78190.1, SMRG1_78190.3, SMRG1_78190.4
OG0000651	EWB00_008758	SMRG1_42020.4, SMRG1_42020.1, SMRG1_42020.2, SMRG1_42020.3
OG0000652	EWB00_003930.1, EWB00_003930.2, EWB00_003930.3	SMRG1_40320.1, SMRG1_40310.1
OG0000653	EWB00_007802	SMRG1_40980.1, SMRG1_40970.1, SMRG1_40970.2, SMRG1_40980.2
OG0000654	EWB00_005929.2, EWB00_005929.3, EWB00_005929.1, EWB00_005929.5, EWB00_005929.4	SMRG1_58600.4, SMRG1_58600.5, SMRG1_58600.2, SMRG1_58600.1, SMRG1_58600.3
OG0000655	EWB00_000149	SMRG1_82520.1, SMRG1_82520.2, SMRG1_82520.3, SMRG1_82520.4, SMRG1_82520.5
OG0000656	EWB00_010547.1, EWB00_010547.2, EWB00_010547.3	SMRG1_76030.1
OG0000657	EWB00_001860.1, EWB00_001860.2	SMRG1_91350.1, SMRG1_91350.2, SMRG1_91350.3, SMRG1_91350.4, SMRG1_91350.5, SMRG1_91350.6
OG0000659	EWB00_009331	SMRG1_42000.6, SMRG1_42000.5, SMRG1_42000.1, SMRG1_42000.2, SMRG1_42000.3, SMRG1_42000.4, SMRG1_42000.7
OG0000662	EWB00_006810.7, EWB00_006810.4, EWB00_006810.9, EWB00_006810.1, EWB00_006810.2, EWB00_006810.3, EWB00_006810.5, EWB00_006810.6, EWB00_006810.8	SMRG1_52850.1
OG0000663	EWB00_003146	SMRG1_38150.2, SMRG1_38150.1, SMRG1_38150.3
OG0000664	EWB00_004155	SMRG1_11930.1, SMRG1_11930.2
OG0000665	EWB00_006628.2, EWB00_006628.3, EWB00_006628.1	SMRG1_73660.1, SMRG1_73660.2
OG0000666	EWB00_001159.3, EWB00_001159.1, EWB00_001159.2, EWB00_001159.4	SMRG1_62390.1, SMRG1_62390.2, SMRG1_62390.3, SMRG1_62390.4
OG0000667	EWB00_008456.2, EWB00_008456.1	SMRG1_5930.6, SMRG1_5930.8, SMRG1_5930.10, SMRG1_5930.2, SMRG1_5930.3, SMRG1_5930.9, SMRG1_5930.1, SMRG1_5930.5, SMRG1_5930.4, SMRG1_5930.7
OG0000668	EWB00_010649	SMRG1_53030.2, SMRG1_53030.5, SMRG1_53030.1, SMRG1_53030.3, SMRG1_53030.4
OG0000669	EWB00_006275	SMRG1_69860.1, SMRG1_69860.2, SMRG1_69860.3, SMRG1_69860.4, SMRG1_69860.5
OG0000670	EWB00_001008.8, EWB00_001008.5, EWB00_001008.1, EWB00_001008.2, EWB00_001008.4, EWB00_001008.6, EWB00_001008.7, EWB00_001008.3	SMRG1_44830.1
OG0000671	EWB00_011016	SMRG1_77210.3, SMRG1_77210.1, SMRG1_77210.2
OG0000672	EWB00_008803	SMRG1_44450.1
OG0000673	EWB00_003113.3, EWB00_003113.1, EWB00_003113.2	SMRG1_15670.9, SMRG1_15670.5, SMRG1_15670.6, SMRG1_15670.8, SMRG1_15670.7, SMRG1_15670.1, SMRG1_15670.2, SMRG1_15670.3, SMRG1_15670.4
OG0000674	EWB00_007398	SMRG1_78710.1, SMRG1_78710.2, SMRG1_78710.3
OG0000675	EWB00_002750	SMRG1_72810.5, SMRG1_72810.2, SMRG1_72810.1, SMRG1_72810.4, SMRG1_72810.3
OG0000676	EWB00_000145.1, EWB00_000145.2	SMRG1_82470.1, SMRG1_82470.2, SMRG1_82470.3, SMRG1_82470.4, SMRG1_82470.5, SMRG1_82470.6, SMRG1_82470.7, SMRG1_82470.8, SMRG1_82470.9
OG0000677	EWB00_006281	SMRG1_5010.1, SMRG1_5010.8, SMRG1_5010.11, SMRG1_5010.9, SMRG1_5010.16, SMRG1_5010.17, SMRG1_5010.14, SMRG1_5010.15, SMRG1_5010.4, SMRG1_5010.13, SMRG1_5010.6, SMRG1_5010.5, SMRG1_5010.12, SMRG1_5010.10, SMRG1_5010.7, SMRG1_5010.3, SMRG1_5010.2
OG0000678	EWB00_003399	SMRG1_34530.1, SMRG1_34530.2, SMRG1_34530.3
OG0000679	EWB00_002723	SMRG1_72880.1
OG0000680	EWB00_007650.3, EWB00_007650.1, EWB00_007650.2	SMRG1_18070.3, SMRG1_18070.1, SMRG1_18070.4, SMRG1_18070.5, SMRG1_18070.2
OG0000681	EWB00_008171	SMRG1_34960.5, SMRG1_34960.8, SMRG1_34960.9, SMRG1_34960.1, SMRG1_34960.4, SMRG1_34960.2, SMRG1_34960.3, SMRG1_34960.6, SMRG1_34960.7
OG0000682	EWB00_006378.1, EWB00_006378.2	SMRG1_43300.1, SMRG1_43300.2
OG0000683	EWB00_002223.1, EWB00_002223.3, EWB00_002223.2	SMRG1_55630.1, SMRG1_55630.2
OG0000683	EWB00_005794.1, EWB00_005794.2	SMRG1_67830.1, SMRG1_67830.2
OG0000684	EWB00_009748, EWB00_004484.1, EWB00_004484.2, EWB00_004484.3, EWB00_004484.4, EWB00_004484.5, EWB00_004484.6, EWB00_004484.7, EWB00_004484.8	SMRG1_85390.1, SMRG1_85390.2, SMRG1_85390.3
OG0000685	EWB00_001176.4, EWB00_001176.3, EWB00_001176.1, EWB00_001176.2	SMRG1_75830.4, SMRG1_75830.3, SMRG1_75830.5, SMRG1_75830.7, SMRG1_75830.10, SMRG1_75830.6, SMRG1_75830.9, SMRG1_75830.1, SMRG1_75830.2, SMRG1_75830.8
OG0000686	EWB00_007957.1, EWB00_007957.2, EWB00_007957.3	SMRG1_60750.1, SMRG1_60750.2
OG0000687	EWB00_005020.3, EWB00_005020.1, EWB00_005020.2	SMRG1_26980.3, SMRG1_26980.7, SMRG1_26980.6, SMRG1_26980.10, SMRG1_26980.8, SMRG1_26980.9, SMRG1_26980.4, SMRG1_26980.5, SMRG1_26980.2, SMRG1_26980.1
OG0000688	EWB00_010232.1, EWB00_010232.3, EWB00_010232.2	SMRG1_1230.10, SMRG1_1230.11, SMRG1_1230.7, SMRG1_1230.8, SMRG1_1230.9, SMRG1_1230.1, SMRG1_1230.2, SMRG1_1230.3, SMRG1_1230.4, SMRG1_1230.5, SMRG1_1230.6
OG0000689	EWB00_007577.1, EWB00_007577.2	SMRG1_2780.1
OG0000690	EWB00_007561.1, EWB00_007561.2	SMRG1_22770.1
OG0000692	EWB00_000073.1, EWB00_000073.5, EWB00_000073.6, EWB00_000073.7, EWB00_000073.9, EWB00_000073.4, EWB00_000073.3, EWB00_000073.8, EWB00_000073.2	SMRG1_17910.1, SMRG1_17910.2
OG0000695	EWB00_006635	SMRG1_97420.1
OG0000695	EWB00_004741.1, EWB00_004741.2	SMRG1_45860.1, SMRG1_45860.2, SMRG1_45860.3, SMRG1_45860.4, SMRG1_45860.5
OG0000696	EWB00_006308.1, EWB00_006308.2, EWB00_006308.3, EWB00_006308.4	SMRG1_5180.1, SMRG1_5180.2, SMRG1_5190.1
OG0000697	EWB00_003926	SMRG1_40400.1
OG0000698	EWB00_006456	SMRG1_16990.1, SMRG1_16990.2, SMRG1_16990.3, SMRG1_16990.4, SMRG1_16990.5
OG0000699	EWB00_002135.2, EWB00_002135.1, EWB00_002135.3	SMRG1_33080.1
OG0000699	EWB00_000170	SMRG1_46370.2, SMRG1_46370.1, SMRG1_46370.3
OG0000700	EWB00_006970	SMRG1_28330.1
OG0000700	EWB00_002860	SMRG1_23950.1
OG0000700	EWB00_002862	SMRG1_23960.1, SMRG1_23970.1
OG0000701	EWB00_011329.2, EWB00_011329.1, EWB00_011329.4, EWB00_011329.3	SMRG1_59930.1, SMRG1_59930.2
OG0000702	EWB00_008044.2, EWB00_008044.1, EWB00_008044.3	SMRG1_87970.1
OG0000703	EWB00_010218	SMRG1_1670.1, SMRG1_1670.2
OG0000704	EWB00_010719.1, EWB00_010719.3, EWB00_010719.2, EWB00_010719.4, EWB00_010719.6, EWB00_010719.5	SMRG1_48910.1, SMRG1_48920.1
OG0000705	EWB00_008978	SMRG1_5860.1, SMRG1_5860.4, SMRG1_5860.2, SMRG1_5860.3
OG0000706	EWB00_001799.2, EWB00_001799.1, EWB00_001799.3	SMRG1_43640.1
OG0000706	EWB00_006800.1, EWB00_006800.3, EWB00_006800.2	SMRG1_52930.3, SMRG1_52930.2, SMRG1_52930.1
OG0000707	EWB00_003028.1, EWB00_003028.4, EWB00_003028.3, EWB00_003028.2	SMRG1_95590.1, SMRG1_95590.2, SMRG1_95590.3
OG0000708	EWB00_001278	SMRG1_37340.1, SMRG1_37340.3, SMRG1_37340.2, SMRG1_37340.4, SMRG1_37340.5
OG0000709	EWB00_009252.1, EWB00_009252.3, EWB00_009252.2	SMRG1_43900.4, SMRG1_43900.2, SMRG1_43900.1, SMRG1_43900.3
OG0000710	EWB00_008709.4, EWB00_008709.5, EWB00_008709.2, EWB00_008709.1, EWB00_008709.3	SMRG1_7620.1, SMRG1_7630.1
OG0000711	EWB00_008229.1, EWB00_008229.2	SMRG1_75040.4, SMRG1_75040.1, SMRG1_75040.3, SMRG1_75040.2
OG0000712	EWB00_010618	SMRG1_53310.4, SMRG1_53310.6, SMRG1_53310.1, SMRG1_53310.2, SMRG1_53310.3, SMRG1_53310.7, SMRG1_53310.8, SMRG1_53310.5
OG0000713	EWB00_007358	SMRG1_71530.1
OG0000714	EWB00_004030.2, EWB00_004030.1, EWB00_004030.3	SMRG1_46830.1
OG0000715	EWB00_001149.4, EWB00_001149.1, EWB00_001149.2, EWB00_001149.3	SMRG1_27470.1, SMRG1_27470.2, SMRG1_27470.3
OG0000716	EWB00_008444	SMRG1_11250.1, SMRG1_11250.2, SMRG1_11250.3
OG0000717	EWB00_011258.1, EWB00_011258.2	SMRG1_61830.1
OG0000718	EWB00_008239.3, EWB00_008239.1, EWB00_008239.2	SMRG1_75320.5, SMRG1_75320.1, SMRG1_75320.2, SMRG1_75320.4, SMRG1_75320.3
OG0000719	EWB00_002222	SMRG1_55640.1, SMRG1_55640.2, SMRG1_55640.3, SMRG1_55640.4
OG0000720	EWB00_003891	SMRG1_77440.1, SMRG1_77440.2, SMRG1_77440.3, SMRG1_77440.4
OG0000721	EWB00_003628.1, EWB00_003628.2	SMRG1_46240.3, SMRG1_46240.1, SMRG1_46240.2, SMRG1_46240.4, SMRG1_46240.5
OG0000722	EWB00_006294	SMRG1_5070.2, SMRG1_5070.1, SMRG1_5070.3, SMRG1_5070.4
OG0000723	EWB00_011015.2, EWB00_011015.3, EWB00_011015.5, EWB00_011015.1, EWB00_011015.4, EWB00_011015.6	SMRG1_77200.3, SMRG1_77200.1, SMRG1_77200.2, SMRG1_77200.4
OG0000724	EWB00_008763	SMRG1_42070.5, SMRG1_42070.6, SMRG1_42070.2, SMRG1_42070.1, SMRG1_42070.3, SMRG1_42070.4
OG0000725	EWB00_009002.1, EWB00_009002.2	SMRG1_77510.4, SMRG1_77510.2, SMRG1_77510.1, SMRG1_77510.3
OG0000726	EWB00_006031.2, EWB00_006031.1, EWB00_006031.3	SMRG1_29910.1, SMRG1_29910.2, SMRG1_29910.5, SMRG1_29910.3, SMRG1_29910.4
OG0000726	EWB00_006030	SMRG1_29920.1, SMRG1_29920.2
OG0000727	EWB00_009537.1, EWB00_009537.2	SMRG1_38770.1, SMRG1_38770.2, SMRG1_38770.3
OG0000728	EWB00_010704	SMRG1_49060.2, SMRG1_49060.5, SMRG1_49060.6, SMRG1_49060.4, SMRG1_49060.1, SMRG1_49060.3
OG0000729	EWB00_003072	SMRG1_8470.1, SMRG1_8470.4, SMRG1_8470.2, SMRG1_8470.3
OG0000730	EWB00_007961.2, EWB00_007961.1, EWB00_007961.3	SMRG1_60700.8, SMRG1_60700.4, SMRG1_60700.7, SMRG1_60700.1, SMRG1_60700.2, SMRG1_60700.3, SMRG1_60700.5, SMRG1_60700.6
OG0000731	EWB00_010974.1, EWB00_010974.2	SMRG1_76820.5, SMRG1_76820.6, SMRG1_76820.7, SMRG1_76820.1, SMRG1_76820.3, SMRG1_76820.2, SMRG1_76820.4
OG0000733	EWB00_007581.1, EWB00_007581.2	SMRG1_2700.1
OG0000736	EWB00_007389	SMRG1_78630.1, SMRG1_78630.2, SMRG1_78630.3, SMRG1_78630.4
OG0000737	EWB00_000803.1, EWB00_000803.2	SMRG1_9480.1, SMRG1_9480.2, SMRG1_9480.3
OG0000738	EWB00_001605	SMRG1_70500.1
OG0000739	EWB00_005150.4, EWB00_005150.1, EWB00_005150.2, EWB00_005150.3	SMRG1_57450.3, SMRG1_57450.1, SMRG1_57450.2
OG0000740	EWB00_010848	SMRG1_8010.6, SMRG1_8010.10, SMRG1_8010.11, SMRG1_8010.12, SMRG1_8010.13, SMRG1_8010.5, SMRG1_8010.7, SMRG1_8010.8, SMRG1_8010.9, SMRG1_8010.1, SMRG1_8010.2, SMRG1_8010.3, SMRG1_8010.14, SMRG1_8010.15, SMRG1_8010.4
OG0000741	EWB00_007304.1, EWB00_007304.2	SMRG1_84980.1, SMRG1_84980.3, SMRG1_84980.6, SMRG1_84980.8, SMRG1_84980.2, SMRG1_84980.4, SMRG1_84980.5, SMRG1_84980.7
OG0000743	EWB00_005764.1, EWB00_005764.2	SMRG1_21390.7, SMRG1_21390.1, SMRG1_21390.2, SMRG1_21390.3, SMRG1_21390.4, SMRG1_21390.5, SMRG1_21390.6
OG0000744	EWB00_000869.3, EWB00_000869.2, EWB00_000869.1	SMRG1_3480.1
OG0000745	EWB00_003153	SMRG1_38110.6, SMRG1_38110.5, SMRG1_38110.7, SMRG1_38110.8, SMRG1_38110.2, SMRG1_38110.1, SMRG1_38110.3, SMRG1_38110.4
OG0000746	EWB00_011315.7, EWB00_011315.8, EWB00_011315.4, EWB00_011315.6, EWB00_011315.9, EWB00_011315.1, EWB00_011315.2, EWB00_011315.3	SMRG1_60040.1
OG0000748	EWB00_003887.1, EWB00_003887.3, EWB00_003887.4, EWB00_003887.5, EWB00_003887.6, EWB00_003887.2	SMRG1_70930.1
OG0000749	EWB00_009166	SMRG1_70310.1
OG0000750	EWB00_011039	SMRG1_74940.1, SMRG1_74940.2, SMRG1_74940.3
OG0000751	EWB00_006311	SMRG1_5220.1
OG0000751	EWB00_004239	SMRG1_2390.1, SMRG1_2240.1
OG0000752	EWB00_007429.1, EWB00_007429.2	SMRG1_94020.1, SMRG1_94020.2, SMRG1_94020.3
OG0000752	EWB00_007419	SMRG1_94070.1
OG0000753	EWB00_007023.1, EWB00_007023.2	SMRG1_83590.12, SMRG1_83590.1, SMRG1_83590.2, SMRG1_83590.5, SMRG1_83590.6, SMRG1_83590.10, SMRG1_83590.11, SMRG1_83590.13, SMRG1_83590.3, SMRG1_83590.4, SMRG1_83590.7, SMRG1_83590.8, SMRG1_83590.9
OG0000754	EWB00_004424.1, EWB00_004424.2, EWB00_004424.3, EWB00_004424.5, EWB00_004424.4	SMRG1_50990.1, SMRG1_50990.2, SMRG1_50990.3, SMRG1_50990.4
OG0000755	EWB00_010556	SMRG1_76100.1
OG0000756	EWB00_006212.1, EWB00_006212.2, EWB00_006212.3	SMRG1_39050.1, SMRG1_39050.2
OG0000757	EWB00_010635	SMRG1_53160.5, SMRG1_53160.4, SMRG1_53160.1, SMRG1_53160.2, SMRG1_53160.3
OG0000759	EWB00_010667	SMRG1_53590.1
OG0000760	EWB00_001260	SMRG1_79230.1, SMRG1_79230.2
OG0000761	EWB00_006472.3, EWB00_006472.1, EWB00_006472.2, EWB00_006472.4	SMRG1_54260.4, SMRG1_54260.1, SMRG1_54260.2, SMRG1_54260.3, SMRG1_54260.5, SMRG1_54260.6
OG0000762	EWB00_004406.1, EWB00_004406.2	SMRG1_82700.1
OG0000762	EWB00_007520.1, EWB00_007520.2, EWB00_007520.3	SMRG1_88450.1
OG0000763	EWB00_010343.3, EWB00_010343.1, EWB00_010343.2	SMRG1_19150.1, SMRG1_19150.2, SMRG1_19150.3, SMRG1_19150.4, SMRG1_19150.6, SMRG1_19150.5
OG0000764	EWB00_003057	SMRG1_8630.2, SMRG1_8630.1, SMRG1_8630.3
OG0000765	EWB00_010665.1, EWB00_010665.3, EWB00_010665.2	SMRG1_53560.1
OG0000765	EWB00_010666	SMRG1_53570.1
OG0000766	EWB00_007134, EWB00_007139.1, EWB00_007139.2	SMRG1_63680.1, SMRG1_63680.2, SMRG1_63680.3, SMRG1_63680.4
OG0000767	EWB00_010512.1, EWB00_010512.2	SMRG1_65880.3, SMRG1_65880.2, SMRG1_65880.1
OG0000768	EWB00_003947.5, EWB00_003947.2, EWB00_003947.4, EWB00_003947.6, EWB00_003947.3, EWB00_003947.1, EWB00_003947.7	SMRG1_40130.3, SMRG1_40130.1, SMRG1_40130.4, SMRG1_40130.9, SMRG1_40130.5, SMRG1_40130.6, SMRG1_40130.7, SMRG1_40130.8, SMRG1_40130.2
OG0000769	EWB00_004642	SMRG1_1950.1, SMRG1_1940.1
OG0000770	EWB00_000605.3, EWB00_000605.1, EWB00_000605.2	SMRG1_17150.1, SMRG1_17150.2, SMRG1_17150.3
OG0000771	EWB00_010596.1, EWB00_010596.2	SMRG1_80360.1, SMRG1_80390.1, SMRG1_80380.1, SMRG1_80400.2, SMRG1_80400.7, SMRG1_80400.8, SMRG1_80400.1, SMRG1_80400.3, SMRG1_80400.4, SMRG1_80400.5, SMRG1_80400.6
OG0000772	EWB00_007638	SMRG1_18160.1, SMRG1_18160.2, SMRG1_18180.1
OG0000773	EWB00_000303.1, EWB00_000303.2	SMRG1_25810.1, SMRG1_25810.3, SMRG1_25810.7, SMRG1_25810.5, SMRG1_25810.4, SMRG1_25810.6, SMRG1_25810.2
OG0000774	EWB00_008560.1, EWB00_008560.2	SMRG1_47820.1, SMRG1_47820.2, SMRG1_47820.3, SMRG1_47820.4, SMRG1_47820.5, SMRG1_47820.6, SMRG1_47820.7, SMRG1_47820.8
OG0000775	EWB00_006506	SMRG1_52280.4, SMRG1_52280.2, SMRG1_52280.3, SMRG1_52280.1
OG0000776	EWB00_003632.1, EWB00_003632.2, EWB00_003632.3	SMRG1_46260.1
OG0000776	EWB00_005129.1, EWB00_005129.2, EWB00_005129.3, EWB00_005129.4, EWB00_005131	SMRG1_57210.1, SMRG1_57210.2, SMRG1_57210.3
OG0000777	EWB00_006815, EWB00_006816	SMRG1_52810.3, SMRG1_52810.1, SMRG1_52810.5, SMRG1_52810.2, SMRG1_52810.4
OG0000778	EWB00_007548.1, EWB00_007548.2, EWB00_007549	SMRG1_22910.1, SMRG1_22910.2
OG0000779	EWB00_009077	SMRG1_3550.2, SMRG1_3550.4, SMRG1_3550.5, SMRG1_3550.3, SMRG1_3550.1
OG0000780	EWB00_002317	SMRG1_14430.1
OG0000781	EWB00_009388	SMRG1_10790.1
OG0000781	EWB00_003590	SMRG1_1430.1, SMRG1_1430.2
OG0000782	EWB00_010893	SMRG1_31710.1, SMRG1_31710.2, SMRG1_31710.3
OG0000783	EWB00_008411.1, EWB00_008411.4, EWB00_008411.2, EWB00_008411.3	SMRG1_51290.1, SMRG1_51290.2
OG0000784	EWB00_002586.1, EWB00_002586.2	SMRG1_31620.1, SMRG1_31620.2
OG0000785	EWB00_011250, EWB00_011248	SMRG1_61940.3, SMRG1_61940.1, SMRG1_61940.2, SMRG1_61940.6, SMRG1_61940.5, SMRG1_61940.4
OG0000786	EWB00_007803.1, EWB00_007803.2	SMRG1_40960.2, SMRG1_40960.1, SMRG1_40960.3
OG0000787	EWB00_002246, EWB00_005725, EWB00_002247.1, EWB00_002247.2, EWB00_002247.3	SMRG1_94210.1, SMRG1_94210.2
OG0000787	EWB00_003865	SMRG1_61180.1
OG0000789	EWB00_000270	SMRG1_25630.1
OG0000789	EWB00_000269	SMRG1_25620.1, SMRG1_25620.3, SMRG1_25620.5, SMRG1_25620.2, SMRG1_25620.4, SMRG1_25620.6
OG0000790	EWB00_006178.2, EWB00_006178.1, EWB00_006178.3	SMRG1_39390.1
OG0000791	EWB00_006403	SMRG1_43050.3, SMRG1_43050.4, SMRG1_43050.1, SMRG1_43050.2
OG0000792	EWB00_006328.2, EWB00_006328.1, EWB00_006328.4, EWB00_006328.3	SMRG1_5400.1, SMRG1_5400.2
OG0000793	EWB00_003428.1, EWB00_003428.2, EWB00_003428.3	SMRG1_34250.1
OG0000794	EWB00_000465	SMRG1_9690.1, SMRG1_9750.1
OG0000795	EWB00_005844	SMRG1_96610.3, SMRG1_96610.4, SMRG1_96610.1, SMRG1_96610.5, SMRG1_96610.6, SMRG1_96610.2
OG0000796	EWB00_010273	SMRG1_15320.1
OG0000796	EWB00_010274	SMRG1_15310.1
OG0000797	EWB00_010326.1, EWB00_010326.2	SMRG1_19420.3, SMRG1_19420.4, SMRG1_19420.1, SMRG1_19420.2
