Orthogroup	schistosoma_japonicum	schistosoma_turkestanicum
OG0000910	EWB00_008842	STRK1_12770.1, STRK1_12770.4, STRK1_12770.2, STRK1_12770.3
OG0000912	EWB00_008987	STRK1_5940.2, STRK1_5940.1, STRK1_5940.3, STRK1_5940.4
OG0000913	EWB00_004611, EWB00_002590, EWB00_004613	STRK1_32220.1
OG0000914	EWB00_010144	STRK1_28850.1, STRK1_28850.2
OG0000915	EWB00_006060.2, EWB00_006060.3, EWB00_006060.1, EWB00_006060.4	STRK1_30410.3, STRK1_30410.4, STRK1_30410.1, STRK1_30410.2
OG0000916	EWB00_006143.1, EWB00_006143.2	STRK1_37990.1, STRK1_37990.2, STRK1_37990.3
OG0000917	EWB00_010169.1, EWB00_010169.2	STRK1_81380.1
OG0000918	EWB00_005030	STRK1_26020.1
OG0000919	EWB00_007296	STRK1_81570.1
OG0000920	EWB00_001434	STRK1_94540.1, STRK1_94540.2
OG0000921	EWB00_008259	STRK1_40500.1
OG0000922	EWB00_008534	STRK1_6320.1
OG0000923	EWB00_008972.4, EWB00_008972.1, EWB00_008972.3, EWB00_008972.2	STRK1_94900.1, STRK1_94900.2
OG0000925	EWB00_002466.1, EWB00_002466.2	STRK1_14640.1, STRK1_14640.2, STRK1_14640.4, STRK1_14640.5, STRK1_14640.6, STRK1_14640.3
OG0000926	EWB00_005002	STRK1_25750.1, STRK1_107180.1
OG0000927	EWB00_010307.3, EWB00_010307.4, EWB00_010307.1, EWB00_010307.2	STRK1_17930.1
OG0000928	EWB00_003409	STRK1_31520.1
OG0000929	EWB00_002228.3, EWB00_002228.1, EWB00_002228.4, EWB00_002228.2	STRK1_62030.1, STRK1_62030.2
OG0000930	EWB00_002801	STRK1_37420.1, STRK1_37420.2
OG0000931	EWB00_002742.3, EWB00_002742.1, EWB00_002742.2	STRK1_69320.1
OG0000932	EWB00_008012.1, EWB00_008012.2	STRK1_700.1
OG0000933	EWB00_004597	STRK1_38070.1
OG0000934	EWB00_009195.1, EWB00_009195.2	STRK1_9530.3, STRK1_9530.1, STRK1_9530.2, STRK1_9530.4, STRK1_9530.6, STRK1_9530.5
OG0000935	EWB00_008912	STRK1_58650.1, STRK1_58650.2
OG0000936	EWB00_004757.1, EWB00_004757.2	STRK1_94630.1, STRK1_105180.1, STRK1_104250.1, STRK1_94630.3, STRK1_94630.2
OG0000937	EWB00_008129.1, EWB00_008129.2	STRK1_47940.7, STRK1_47940.8, STRK1_47940.1, STRK1_47940.2, STRK1_47940.5, STRK1_47940.6, STRK1_47940.3, STRK1_47940.4
OG0000938	EWB00_011164	STRK1_44250.1, STRK1_104110.1
OG0000939	EWB00_005274	STRK1_96630.1
OG0000940	EWB00_002044	STRK1_3410.3, STRK1_3410.1, STRK1_3410.2
OG0000941	EWB00_007844	STRK1_31690.1, STRK1_31690.2, STRK1_31690.3
OG0000942	EWB00_003098, EWB00_003099	STRK1_15040.1
OG0000943	EWB00_000645	STRK1_27390.1
OG0000944	EWB00_010860.1, EWB00_010860.2	STRK1_108040.1, STRK1_65710.1, STRK1_45440.1, STRK1_55840.1
OG0000945	EWB00_004193.4, EWB00_004193.2, EWB00_004193.3, EWB00_004193.5, EWB00_004193.1	STRK1_10660.1
OG0000946	EWB00_005652, EWB00_003083, EWB00_003088	STRK1_12240.4, STRK1_12240.2, STRK1_12240.1, STRK1_12240.3
OG0000947	EWB00_009525	STRK1_28590.1
OG0000948	EWB00_000140.1, EWB00_000140.3, EWB00_000140.2	STRK1_79720.1, STRK1_79720.2, STRK1_79720.3, STRK1_79720.4, STRK1_79720.5, STRK1_79720.6, STRK1_79720.7
OG0000949	EWB00_003119, EWB00_010161.4, EWB00_010161.1, EWB00_010161.2, EWB00_010161.3, EWB00_003117	STRK1_14890.1, STRK1_14900.1, STRK1_14870.1, STRK1_14880.1
OG0000950	EWB00_005407	STRK1_47670.1
OG0000951	EWB00_000581.1, EWB00_000581.2	STRK1_94830.1, STRK1_94830.2
OG0000952	EWB00_006066	STRK1_30450.1, STRK1_30450.2
OG0000953	EWB00_005901.1, EWB00_005901.4, EWB00_005901.2, EWB00_005901.3	STRK1_99960.4, STRK1_99960.1, STRK1_99960.2, STRK1_99960.3
OG0000954	EWB00_003498.1, EWB00_003498.2, EWB00_003498.3, EWB00_003498.4	STRK1_77740.1, STRK1_77750.1
OG0000955	EWB00_007686.3, EWB00_007686.4, EWB00_007686.1, EWB00_007686.2	STRK1_7870.1
OG0000958	EWB00_002301.1, EWB00_002301.4, EWB00_002301.3, EWB00_002301.2	STRK1_11550.1, STRK1_11550.2
OG0000959	EWB00_001614	STRK1_67770.1
OG0000960	EWB00_005748.1, EWB00_005748.2	STRK1_21160.2, STRK1_21160.4, STRK1_21160.1, STRK1_21160.5, STRK1_21160.6, STRK1_21160.7, STRK1_21160.3, STRK1_21160.8
OG0000961	EWB00_009526	STRK1_28550.2, STRK1_28550.1, STRK1_28550.3
OG0000962	EWB00_007245	STRK1_73710.1
OG0000963	EWB00_007898.1, EWB00_007898.2	STRK1_17640.1
OG0000964	EWB00_007811	STRK1_100130.4, STRK1_100130.3, STRK1_100130.1, STRK1_100130.2
OG0000965	EWB00_007102.3, EWB00_007102.1, EWB00_007102.2	STRK1_63920.1, STRK1_63930.1, STRK1_67450.1, STRK1_67460.1, STRK1_63910.1
OG0000966	EWB00_004292	STRK1_31020.1
OG0000966	EWB00_008737.2, EWB00_008737.1	STRK1_50190.1
OG0000967	EWB00_006834.1, EWB00_006834.5, EWB00_006834.7, EWB00_006834.2, EWB00_006834.3, EWB00_006834.6, EWB00_006834.4	STRK1_36370.1
OG0000968	EWB00_007585	STRK1_17250.1
OG0000969	EWB00_004989	STRK1_79840.1, STRK1_79850.1, STRK1_79850.2, STRK1_108990.1
OG0000970	EWB00_000530.1, EWB00_000530.2, EWB00_000530.3	STRK1_67550.1, STRK1_67550.2
OG0000971	EWB00_008797	STRK1_1690.1
OG0000973	EWB00_001146	STRK1_24790.1, STRK1_24790.2
OG0000973	EWB00_001144	STRK1_24800.1
OG0000975	EWB00_010836	STRK1_3530.1, STRK1_107680.2, STRK1_107680.1
OG0000976	EWB00_009194.1, EWB00_009194.2	STRK1_9650.1, STRK1_9650.2, STRK1_9650.3
OG0000977	EWB00_008954	STRK1_7790.1
OG0000978	EWB00_006429.1, EWB00_006429.2	STRK1_19230.1
OG0000979	EWB00_003435.1, EWB00_003435.3, EWB00_003435.2	STRK1_72750.1
OG0000980	EWB00_003545.3, EWB00_003545.1, EWB00_003545.2	STRK1_46490.1, STRK1_46490.4, STRK1_46490.2, STRK1_46490.3
OG0000981	EWB00_003939	STRK1_38410.1, STRK1_38410.4, STRK1_38410.2, STRK1_38410.3
OG0000982	EWB00_005588	STRK1_96950.1, STRK1_96950.2, STRK1_58580.1, STRK1_104860.1
OG0000983	EWB00_001638, EWB00_009926, EWB00_009927	STRK1_2890.3, STRK1_2890.4, STRK1_2890.1, STRK1_2890.2
OG0000984	EWB00_008168	STRK1_35780.1
OG0000985	EWB00_003115.1, EWB00_003115.2	STRK1_14850.1
OG0000986	EWB00_006598	STRK1_70620.1
OG0000987	EWB00_001667.1, EWB00_001667.2, EWB00_001667.3	STRK1_93770.1
OG0000988	EWB00_005167	STRK1_52870.1, STRK1_52870.2
OG0000989	EWB00_007224	STRK1_52690.1, STRK1_52700.1
OG0000990	EWB00_009083.1, EWB00_009083.2, EWB00_009083.3	STRK1_6460.1, STRK1_6460.2, STRK1_6460.3
OG0000991	EWB00_005269, EWB00_005270	STRK1_56290.1, STRK1_56280.1
OG0000992	EWB00_000009	STRK1_103550.1, STRK1_42930.1, STRK1_42930.2
OG0000993	EWB00_007390.1, EWB00_007390.2	STRK1_72530.1
OG0000994	EWB00_001747	STRK1_35120.1, STRK1_35120.2
OG0000995	EWB00_003486.1, EWB00_003486.2	STRK1_106180.1, STRK1_98630.1, STRK1_95720.1
OG0000996	EWB00_004706	STRK1_58450.1
OG0000997	EWB00_001985.1, EWB00_001985.3, EWB00_001985.4, EWB00_001985.5, EWB00_001985.6, EWB00_001985.7, EWB00_001985.2	STRK1_85370.1
OG0000998	EWB00_008388.3, EWB00_008388.4, EWB00_008388.1, EWB00_008388.2, EWB00_008388.5	STRK1_53600.1
OG0000999	EWB00_007695.1, EWB00_007695.2	STRK1_33150.1
OG0001000	EWB00_007782	STRK1_15480.2, STRK1_15480.1, STRK1_15480.3
OG0001003	EWB00_003403	STRK1_31590.1
OG0001005	EWB00_000102	STRK1_15660.1
OG0001006	EWB00_008832, EWB00_008833	STRK1_78930.1, STRK1_78920.1, STRK1_78940.1
OG0001007	EWB00_003196	STRK1_95140.1, STRK1_33910.1
OG0001009	EWB00_000320.1, EWB00_000320.2	STRK1_88160.1
OG0001010	EWB00_011274	STRK1_55310.1, STRK1_55320.1
OG0001011	EWB00_004592.4, EWB00_004592.5, EWB00_004592.8, EWB00_004592.9, EWB00_004592.7, EWB00_004592.3, EWB00_004592.6	STRK1_38030.1
OG0001012	EWB00_008270.1, EWB00_008270.2	STRK1_6870.1
OG0001013	EWB00_004156.4, EWB00_004156.3, EWB00_004156.2, EWB00_004156.1	STRK1_11450.5, STRK1_11450.3, STRK1_11450.2, STRK1_11450.1, STRK1_11450.4
OG0001014	EWB00_009023, EWB00_009024	STRK1_16200.1
OG0001015	EWB00_004382	STRK1_32700.1, STRK1_32700.2, STRK1_32700.3
OG0001016	EWB00_007712.1, EWB00_007712.2	STRK1_33400.1
OG0001017	EWB00_004820.1, EWB00_004820.3, EWB00_004820.2	STRK1_2870.1
OG0001018	EWB00_006039.1, EWB00_006039.2	STRK1_98890.1
OG0001019	EWB00_003231	STRK1_37260.1, STRK1_109870.1
OG0001020	EWB00_005535.1, EWB00_005535.2	STRK1_10160.1
OG0001021	EWB00_007945.1, EWB00_007945.2	STRK1_99410.1, STRK1_36490.1
OG0001022	EWB00_006135	STRK1_19390.1
OG0001023	EWB00_003959	STRK1_64380.1
OG0001024	EWB00_007402	STRK1_72400.1, STRK1_72400.2
OG0001025	EWB00_003052.1, EWB00_003052.3, EWB00_003052.2	STRK1_108100.1, STRK1_87650.1
OG0001026	EWB00_007606.1, EWB00_007606.2	STRK1_49540.1, STRK1_49540.2, STRK1_49540.3, STRK1_49540.4, STRK1_49540.5, STRK1_49540.6, STRK1_49540.7, STRK1_49540.8, STRK1_49550.1, STRK1_49550.2, STRK1_49550.3, STRK1_49550.4
OG0001027	EWB00_005674.1, EWB00_005674.2, EWB00_005674.3, EWB00_005674.4	STRK1_460.1, STRK1_460.2, STRK1_460.3, STRK1_460.4, STRK1_460.5
OG0001028	EWB00_003804.4, EWB00_003804.1, EWB00_003804.3, EWB00_003804.5, EWB00_003804.2	STRK1_54990.1
OG0001029	EWB00_003609.1, EWB00_003609.2	STRK1_49440.1
OG0001030	EWB00_003286.1, EWB00_003286.2	STRK1_36990.1, STRK1_36990.2
OG0001031	EWB00_008134	STRK1_68510.1
OG0001032	EWB00_004704.1, EWB00_004704.2, EWB00_004704.3	STRK1_58430.1
OG0001033	EWB00_002756.1, EWB00_002756.2	STRK1_69940.1
OG0001034	EWB00_001199.1, EWB00_001199.2	STRK1_46040.1
OG0001036	EWB00_006516	STRK1_13700.1, STRK1_13690.1, STRK1_13710.1, STRK1_13720.2, STRK1_13720.1
OG0001037	EWB00_006132	STRK1_19360.1, STRK1_97220.1
OG0001038	EWB00_005626.1	STRK1_970.1, STRK1_980.1, STRK1_970.2
OG0001038	EWB00_005626.2	STRK1_970.1, STRK1_980.1, STRK1_970.2
OG0001039	EWB00_001147.1, EWB00_001147.2	STRK1_25390.1
OG0001040	EWB00_000155	STRK1_79610.1
OG0001041	EWB00_003034	STRK1_90260.1, STRK1_90250.1
OG0001042	EWB00_002194.6, EWB00_002194.2, EWB00_002194.1, EWB00_002194.3, EWB00_002194.4, EWB00_002194.5	STRK1_5610.1, STRK1_5610.2
OG0001043	EWB00_010705	STRK1_50860.1
OG0001044	EWB00_005778	STRK1_65230.1, STRK1_65230.2
OG0001045	EWB00_009843	STRK1_64770.1
OG0001046	EWB00_006779	STRK1_52350.1
OG0001047	EWB00_006678	STRK1_92890.2, STRK1_92890.1, STRK1_92890.3
OG0001048	EWB00_007395.2, EWB00_007395.1, EWB00_007395.3	STRK1_72450.1
OG0001049	EWB00_002207	STRK1_54790.1, STRK1_54790.2
OG0001050	EWB00_007741	STRK1_59670.1
OG0001051	EWB00_000734	STRK1_84670.1
OG0001052	EWB00_002209.4, EWB00_002209.1, EWB00_002209.3	STRK1_54810.2, STRK1_54810.4
OG0001052	EWB00_002209.2	STRK1_54810.1, STRK1_54810.3
OG0001053	EWB00_009221.2, EWB00_009221.3, EWB00_009221.1, EWB00_009222, EWB00_009221.4	STRK1_64020.1
OG0001054	EWB00_008451.1, EWB00_008451.2	STRK1_10950.1
OG0001055	EWB00_009534.1, EWB00_009534.3, EWB00_009534.2, EWB00_009534.4	STRK1_28670.1, STRK1_28670.2
OG0001056	EWB00_010129, EWB00_005571	STRK1_56080.1
OG0001057	EWB00_005060.1, EWB00_005060.2, EWB00_005060.4, EWB00_005060.3	STRK1_100370.1, STRK1_84540.1
OG0001058	EWB00_011337	STRK1_60170.1, STRK1_60170.2, STRK1_60160.1, STRK1_60160.2
OG0001059	EWB00_000080.1, EWB00_000080.3, EWB00_000080.2	STRK1_14160.1, STRK1_14160.2, STRK1_14160.3
OG0001060	EWB00_010427.1, EWB00_010427.2	STRK1_63670.1
OG0001061	EWB00_005550, EWB00_005551, EWB00_011072	STRK1_10320.1
OG0001062	EWB00_004749	STRK1_50360.1
OG0001063	EWB00_004479	STRK1_81780.1, STRK1_81770.1, STRK1_81760.1
OG0001063	EWB00_004477, EWB00_004481	STRK1_81750.1
OG0001064	EWB00_010816.1, EWB00_010816.2, EWB00_010816.3, EWB00_010816.4	STRK1_45650.1, STRK1_45670.1, STRK1_45670.2, STRK1_45670.3, STRK1_45670.4
OG0001065	EWB00_009928	STRK1_36820.1, STRK1_36820.2
OG0001065	EWB00_007939	STRK1_36810.1
OG0001065	EWB00_007937	STRK1_36800.1
OG0001067	EWB00_001456.1, EWB00_001456.3, EWB00_001456.2, EWB00_001456.4, EWB00_003350, EWB00_005939	STRK1_93340.1
OG0001068	EWB00_009751.1, EWB00_009751.2	STRK1_75820.1
OG0001070	EWB00_007136	STRK1_64330.1, STRK1_64330.2
OG0001070	EWB00_010978.2	STRK1_73030.1
OG0001071	EWB00_000924.2, EWB00_000924.1, EWB00_000924.3	STRK1_62310.1, STRK1_62260.1
OG0001072	EWB00_003227	STRK1_37290.1, STRK1_37290.2, STRK1_37290.3
OG0001073	EWB00_007640	STRK1_14350.1
OG0001074	EWB00_007010	STRK1_100600.1, STRK1_25180.1, STRK1_25190.1, STRK1_107790.1
OG0001075	EWB00_004024.4, EWB00_004024.2, EWB00_004024.3, EWB00_004024.6, EWB00_004024.5, EWB00_004024.1	STRK1_65440.1, STRK1_65440.2
OG0001076	EWB00_004053.3, EWB00_004053.1, EWB00_004053.2	STRK1_44230.1
OG0001077	EWB00_005346	STRK1_49110.1
OG0001078	EWB00_011119, EWB00_011121	STRK1_60520.1
OG0001079	EWB00_001188.1, EWB00_001188.2, EWB00_001188.3	STRK1_72170.1, STRK1_72170.2
OG0001079	EWB00_004521	STRK1_72180.1
OG0001080	EWB00_010921.1, EWB00_010921.3, EWB00_010921.2	STRK1_75120.1
OG0001081	EWB00_001753, EWB00_001752, EWB00_001750.1, EWB00_001750.3, EWB00_001750.2	STRK1_35150.1
OG0001082	EWB00_008077	STRK1_50720.1, STRK1_50710.1
OG0001083	EWB00_011190	STRK1_90070.1
OG0001084	EWB00_006446.4, EWB00_006446.2, EWB00_006446.1, EWB00_006446.3	STRK1_19070.1, STRK1_19070.2
OG0001085	EWB00_005838.2, EWB00_005838.1, EWB00_005838.3, EWB00_005838.4	STRK1_93150.1
OG0001086	EWB00_007352	STRK1_69590.1, STRK1_69600.1
OG0001087	EWB00_005325	STRK1_52620.1
OG0001088	EWB00_001106	STRK1_24240.1
OG0001089	EWB00_000922.1, EWB00_000922.2	STRK1_62280.1
OG0001090	EWB00_006648.1, EWB00_006648.2, EWB00_006648.3	STRK1_90540.1, STRK1_90540.2, STRK1_90550.1, STRK1_98940.1
OG0001091	EWB00_005418.1, EWB00_005418.2, EWB00_005418.3	STRK1_50730.1
OG0001092	EWB00_008685.1, EWB00_008685.2	STRK1_106860.1, STRK1_67610.1
OG0001093	EWB00_009235.1, EWB00_009235.2	STRK1_78710.1
OG0001094	EWB00_004337	STRK1_28420.1
OG0001095	EWB00_006786	STRK1_52290.1, STRK1_52290.2
OG0001096	EWB00_010365	STRK1_1790.1
OG0001097	EWB00_010093, EWB00_010092, EWB00_010091	STRK1_67240.1, STRK1_67250.1, STRK1_67210.1
OG0001098	EWB00_011219.5, EWB00_011219.2, EWB00_011219.4, EWB00_011219.1, EWB00_011219.3	STRK1_31810.1, STRK1_31810.2, STRK1_31810.3, STRK1_31810.4, STRK1_31810.5
OG0001099	EWB00_000378	STRK1_89850.1
OG0001099	EWB00_000377.1, EWB00_000377.2, EWB00_000377.3	STRK1_89740.1
OG0001100	EWB00_006265	STRK1_106500.1, STRK1_102130.1, STRK1_96060.1, STRK1_65640.1
OG0001101	EWB00_003637.1, EWB00_003637.2	STRK1_43890.1, STRK1_102400.1, STRK1_43890.2, STRK1_96110.1
OG0001102	EWB00_007726.1, EWB00_007726.3, EWB00_007726.4, EWB00_007726.2	STRK1_59530.1
OG0001103	EWB00_003032.1, EWB00_003032.2, EWB00_003032.3	STRK1_90280.1
OG0001104	EWB00_007728.1, EWB00_007728.3, EWB00_007728.2	STRK1_59550.1
OG0001105	EWB00_011214.1, EWB00_011214.2	STRK1_31760.1
OG0001106	EWB00_008927	STRK1_66460.1, STRK1_103810.1
OG0001107	EWB00_007219.2, EWB00_007219.4, EWB00_007219.3, EWB00_007219.1	STRK1_52740.1
OG0001108	EWB00_001932, EWB00_003300	STRK1_27230.1, STRK1_27230.2
OG0001109	EWB00_001760.1, EWB00_001760.2	STRK1_35280.3, STRK1_35280.1, STRK1_35280.2
OG0001110	EWB00_009040.1, EWB00_009040.2	STRK1_16310.1, STRK1_16310.3, STRK1_16310.2
OG0001111	EWB00_008730	STRK1_50240.1, STRK1_50240.2, STRK1_50240.4, STRK1_50240.3
OG0001112	EWB00_004791.1, EWB00_004791.2	STRK1_92660.1, STRK1_97240.1
OG0001112	EWB00_004792, EWB00_004793	STRK1_92640.1, STRK1_92650.1
OG0001113	EWB00_004451.2, EWB00_004451.1, EWB00_004451.3	STRK1_13150.1
OG0001114	EWB00_003819.1, EWB00_003819.2	STRK1_101180.2, STRK1_101180.1, STRK1_101180.3, STRK1_101180.4
OG0001115	EWB00_008941	STRK1_90140.1, STRK1_90160.1
OG0001116	EWB00_004405	STRK1_79580.1, STRK1_93130.1, STRK1_93130.3, STRK1_93130.2
OG0001117	EWB00_002363	STRK1_4520.1, STRK1_4520.2
OG0001118	EWB00_002739.1, EWB00_002739.2	STRK1_84450.3, STRK1_84450.1, STRK1_84450.2, STRK1_104240.1, STRK1_104240.3, STRK1_104240.2, STRK1_104240.4, STRK1_104240.5, STRK1_104240.6, STRK1_69300.1
OG0001119	EWB00_000920.1, EWB00_000920.2, EWB00_000920.4, EWB00_000920.3	STRK1_40190.1, STRK1_100350.1, STRK1_62300.1
OG0001120	EWB00_002578	STRK1_32100.1
OG0001121	EWB00_005134.5, EWB00_005134.1, EWB00_005134.6, EWB00_005134.4, EWB00_005134.2, EWB00_005134.3	STRK1_53160.2, STRK1_53160.4, STRK1_53160.1, STRK1_53160.3, STRK1_53160.5
OG0001122	EWB00_002290, EWB00_002289	STRK1_106690.1, STRK1_61010.1, STRK1_61020.1, STRK1_61040.1
OG0001123	EWB00_005079	STRK1_85950.1
OG0001124	EWB00_004927.2, EWB00_004927.3, EWB00_004927.4, EWB00_004927.5, EWB00_004927.7, EWB00_004927.8, EWB00_004927.1, EWB00_004927.6, EWB00_004927.9	STRK1_33100.1, STRK1_33100.2
OG0001125	EWB00_002307.1, EWB00_002307.2, EWB00_002309, EWB00_002308	STRK1_11490.1, STRK1_11490.2, STRK1_11490.3, STRK1_11480.1, STRK1_11480.2, STRK1_11490.5, STRK1_11490.4, STRK1_11480.3, STRK1_11480.4, STRK1_11480.5
OG0001127	EWB00_003937.1, EWB00_003937.2	STRK1_103310.1, STRK1_103290.1, STRK1_103300.1
OG0001128	EWB00_010960	STRK1_76080.3, STRK1_76080.1, STRK1_76080.2, STRK1_98500.1
OG0001129	EWB00_009126	STRK1_33320.1
OG0001130	EWB00_008952	STRK1_7810.1, STRK1_7810.2, STRK1_7810.3
OG0001131	EWB00_011067	STRK1_75290.1
OG0001131	EWB00_010938, EWB00_010102, EWB00_011237	STRK1_75280.1, STRK1_75270.1
OG0001132	EWB00_004513.1, EWB00_004513.2	STRK1_93940.1, STRK1_93950.1
OG0001133	EWB00_003879.1, EWB00_003879.2, EWB00_003879.3, EWB00_006647.1, EWB00_006647.2	STRK1_90530.1
OG0001133	EWB00_003100.1, EWB00_003100.2	STRK1_15030.1
OG0001134	EWB00_010505	STRK1_62500.1, STRK1_62500.2
OG0001135	EWB00_007857	STRK1_35410.4, STRK1_35410.3, STRK1_35410.1, STRK1_35410.2
OG0001136	EWB00_007074	STRK1_22170.1, STRK1_22180.1
OG0001137	EWB00_005385	STRK1_47860.1
OG0001138	EWB00_002488.3, EWB00_002488.5, EWB00_002488.4, EWB00_002488.2, EWB00_002488.1	STRK1_18910.1
OG0001139	EWB00_001288	STRK1_33730.1
OG0001140	EWB00_004038.3, EWB00_004038.1, EWB00_004038.2, EWB00_004038.4	STRK1_44430.1, STRK1_44430.2
OG0001141	EWB00_010581	STRK1_76700.1, STRK1_76720.1
OG0001142	EWB00_010000, EWB00_009996, EWB00_009998	STRK1_8360.1
OG0001143	EWB00_000397.1, EWB00_000397.2, EWB00_000397.3	STRK1_59240.1
OG0001144	EWB00_004285	STRK1_30950.1
OG0001145	EWB00_010489	STRK1_62690.1
OG0001146	EWB00_004856.1, EWB00_004856.2	STRK1_15840.1, STRK1_15870.1, STRK1_106210.1
OG0001147	EWB00_002095	STRK1_7430.1
OG0001148	EWB00_000968	STRK1_68560.1
OG0001149	EWB00_007400	STRK1_72440.3, STRK1_72440.1, STRK1_72440.2
OG0001150	EWB00_003549.3, EWB00_003549.1, EWB00_003549.2, EWB00_003549.4	STRK1_46460.1, STRK1_46460.2
OG0001151	EWB00_001919.1, EWB00_001919.2	STRK1_86700.1, STRK1_86710.1, STRK1_86690.1
OG0001153	EWB00_010070.3, EWB00_010070.4, EWB00_010070.1, EWB00_010070.2, EWB00_010070.5	STRK1_67380.1
OG0001154	EWB00_000030, EWB00_000029	STRK1_40000.1, STRK1_40000.2
OG0001155	EWB00_010700	STRK1_50810.1, STRK1_50810.2, STRK1_50810.3
OG0001156	EWB00_008591	STRK1_7380.1
OG0001157	EWB00_000400.1, EWB00_000400.2, EWB00_000400.4, EWB00_000400.3	STRK1_63160.1
OG0001158	EWB00_002800	STRK1_37410.1
OG0001159	EWB00_006018, EWB00_004960	STRK1_89470.1
OG0001160	EWB00_005699	STRK1_19660.1
OG0001161	EWB00_010476.1, EWB00_010476.2, EWB00_010476.3	STRK1_63340.1
OG0001162	EWB00_006864.3, EWB00_006864.4, EWB00_006864.1, EWB00_006864.2	STRK1_36130.1
OG0001163	EWB00_002010	STRK1_73930.3, STRK1_73930.1, STRK1_73930.2
OG0001164	EWB00_006769.1, EWB00_006769.3, EWB00_006769.2	STRK1_78790.1
OG0001165	EWB00_011222.1, EWB00_011222.2	STRK1_56170.1, STRK1_56170.2
OG0001166	EWB00_011074	STRK1_10340.1
OG0001167	EWB00_006863	STRK1_36140.1
OG0001168	EWB00_007693	STRK1_7940.1, STRK1_7940.3, STRK1_7940.2, STRK1_7940.4
OG0001169	EWB00_005343	STRK1_49080.1
OG0001170	EWB00_004194	STRK1_10670.1
OG0001171	EWB00_004815.1, EWB00_004815.3, EWB00_004815.4, EWB00_004815.5, EWB00_004815.2	STRK1_2820.1
OG0001172	EWB00_011304.3, EWB00_011304.1, EWB00_011304.4, EWB00_011304.2	STRK1_61410.1, STRK1_61410.2
OG0001173	EWB00_003842	STRK1_1170.1
OG0001175	EWB00_003539.1, EWB00_003539.2	STRK1_46530.1
OG0001176	EWB00_004549.3, EWB00_004549.1, EWB00_004549.2	STRK1_71450.1, STRK1_71450.2
OG0001177	EWB00_001130.1, EWB00_001130.2	STRK1_23480.1
OG0001178	EWB00_007871	STRK1_17480.1
OG0001178	EWB00_007868, EWB00_007870	STRK1_17490.1
OG0001179	EWB00_008433.1, EWB00_008433.3, EWB00_008433.2, EWB00_008433.4, EWB00_008433.5	STRK1_94960.1, STRK1_94960.2
OG0001180	EWB00_009514, EWB00_002566	STRK1_8870.1, STRK1_8870.2
OG0001181	EWB00_011225.1, EWB00_011225.3, EWB00_011225.4, EWB00_011225.2	STRK1_55860.1
OG0001182	EWB00_004268.3, EWB00_004268.4, EWB00_004268.5, EWB00_004268.6, EWB00_004268.1, EWB00_004268.2, EWB00_004268.7	STRK1_30780.1, STRK1_30780.2, STRK1_30780.3, STRK1_30780.4, STRK1_30780.5, STRK1_30780.6
OG0001183	EWB00_011081.1, EWB00_011081.2	STRK1_10350.1
OG0001184	EWB00_000876	STRK1_16620.1
OG0001186	EWB00_006349	STRK1_99770.1, STRK1_6620.1, STRK1_6620.2
OG0001187	EWB00_004626.1, EWB00_004626.2	STRK1_32380.1
OG0001188	EWB00_004444, EWB00_005813, EWB00_004077	STRK1_13020.1, STRK1_13020.2
OG0001189	EWB00_004208	STRK1_5250.1
OG0001190	EWB00_004289.1, EWB00_004289.2, EWB00_004289.3	STRK1_30970.1
OG0001191	EWB00_007772.1, EWB00_007772.2, EWB00_007772.3, EWB00_007772.4, EWB00_007772.5, EWB00_007772.6	STRK1_15580.1
OG0001192	EWB00_006404.1, EWB00_006404.2, EWB00_006404.3	STRK1_41090.1
OG0001193	EWB00_008292.2, EWB00_008292.1, EWB00_008292.3	STRK1_80430.1, STRK1_80430.2, STRK1_80430.3, STRK1_80430.5, STRK1_80430.6, STRK1_80430.7, STRK1_80430.10, STRK1_80430.8, STRK1_80430.9, STRK1_80430.4
OG0001194	EWB00_009245.1, EWB00_009245.2	STRK1_6210.5, STRK1_6210.1, STRK1_6210.2, STRK1_6210.3, STRK1_6210.4
OG0001197	EWB00_005828.1, EWB00_005828.2	STRK1_20220.1, STRK1_106790.1, STRK1_108430.1
OG0001198	EWB00_001493.1, EWB00_001493.2	STRK1_105190.1
OG0001199	EWB00_010565, EWB00_003335, EWB00_003349, EWB00_010566	STRK1_76810.1, STRK1_76820.1, STRK1_76830.1
OG0001199	EWB00_009627, EWB00_009628	STRK1_96800.1
OG0001202	EWB00_002669.3, EWB00_002669.1, EWB00_002669.2, EWB00_002669.4, EWB00_002669.5	STRK1_11710.1, STRK1_11710.2
OG0001203	EWB00_006758	STRK1_78910.1
OG0001204	EWB00_009801	STRK1_63100.1
OG0001205	EWB00_004310.1, EWB00_004310.2, EWB00_004310.3	STRK1_31110.1, STRK1_31120.1
OG0001207	EWB00_002323.1, EWB00_002323.2, EWB00_002323.3	STRK1_4730.1, STRK1_4730.2, STRK1_4730.3
OG0001208	EWB00_003148, EWB00_003150	STRK1_32960.1
OG0001209	EWB00_008086	STRK1_50490.1
OG0001210	EWB00_000580.2, EWB00_000580.1, EWB00_000580.3, EWB00_000580.4	STRK1_94820.1
OG0001211	EWB00_006527.4, EWB00_006527.1, EWB00_006527.2, EWB00_006527.3	STRK1_13610.1
OG0001212	EWB00_001093	STRK1_24080.1
OG0001213	EWB00_008528	STRK1_6260.1
